100,166,1
101,222,1
102,55,1
128,197,1
129,254,1
130,218,1
131,5,1
155,29,1
156,249,1
157,254,1
158,254,1
159,9,1
183,45,1
184,254,1
185,254,1
186,174,1
187,2,1
210,4,1
211,164,1
212,254,1
213,254,1
214,85,1
238,146,1
239,254,1
240,254,1
241,254,1
242,85,1
265,101,1
266,245,1
267,254,1
268,254,1
269,254,1
270,85,1
292,97,1
293,248,1
294,254,1
295,204,1
296,254,1
297,254,1
298,85,1
315,12,1
316,59,1
317,98,1
318,151,1
319,237,1
320,254,1
321,254,1
322,109,1
323,35,1
324,254,1
325,254,1
326,85,1
343,41,1
344,216,1
345,254,1
346,254,1
347,239,1
348,153,1
349,37,1
350,4,1
351,32,1
352,254,1
353,254,1
354,85,1
372,7,1
373,44,1
374,44,1
375,30,1
379,32,1
380,254,1
381,254,1
382,96,1
407,19,1
408,230,1
409,254,1
410,174,1
436,197,1
437,254,1
438,110,1
464,197,1
465,254,1
466,85,1
492,197,1
493,253,1
494,63,1
515,37,1
516,54,1
517,54,1
518,45,1
519,26,1
520,84,1
521,221,1
522,84,1
523,21,1
524,31,1
525,162,1
526,78,1
540,6,1
541,41,1
542,141,1
543,244,1
544,254,1
545,254,1
546,248,1
547,236,1
548,254,1
549,254,1
550,254,1
551,233,1
552,239,1
553,254,1
554,138,1
567,23,1
568,167,1
569,254,1
570,254,1
571,254,1
572,254,1
573,229,1
574,228,1
575,185,1
576,138,1
577,138,1
578,138,1
579,138,1
580,138,1
581,138,1
582,44,1
595,113,1
596,254,1
597,254,1
598,254,1
599,179,1
600,64,1
601,5,1
623,32,1
624,209,1
625,183,1
626,97,1
101,11,1
102,150,1
103,72,1
129,37,1
130,251,1
131,71,1
157,63,1
158,251,1
159,71,1
185,217,1
186,251,1
187,71,1
213,217,1
214,251,1
215,71,1
240,145,1
241,253,1
242,253,1
243,72,1
267,42,1
268,206,1
269,251,1
270,251,1
271,71,1
295,99,1
296,251,1
297,251,1
298,251,1
299,71,1
323,253,1
324,251,1
325,251,1
326,251,1
327,71,1
350,130,1
351,253,1
352,251,1
353,251,1
354,251,1
355,71,1
377,110,1
378,253,1
379,255,1
380,253,1
381,253,1
382,253,1
383,72,1
405,109,1
406,251,1
407,253,1
408,251,1
409,251,1
410,188,1
411,30,1
433,109,1
434,251,1
435,253,1
436,251,1
437,246,1
438,123,1
460,16,1
461,170,1
462,251,1
463,253,1
