128,51,0
159,124,1
125,145,1
153,5,1
152,1,1
130,64,0
159,121,1
100,166,1
155,53,0
128,73,0
155,178,1
154,46,0
152,56,0
130,7,1
155,21,0
151,68,1
125,29,0
153,203,0
98,64,1
125,26,1
155,62,0
157,42,1
128,62,1
154,28,0
123,8,0
127,68,0
157,85,1
126,94,1
124,32,1
129,39,1
123,59,0
128,58,1
129,28,1
156,13,0
127,28,0
129,105,0
125,22,0
155,114,1
127,73,1
120,85,1
126,15,1
182,32,0
127,42,0
156,202,1
156,73,1
124,111,1
99,70,0
124,29,1
159,31,1
131,159,1
153,92,0
128,53,1
122,63,0
153,12,0
128,255,1
151,23,0
130,24,1
125,120,0
127,155,1
101,88,0
127,37,0
154,32,0
124,102,1
124,20,0
127,20,1
235,40,0
128,166,1
128,117,1
129,159,1
124,66,0
129,101,1
124,41,0
96,56,0
125,19,0
129,232,1
127,63,1
130,131,1
125,57,0
127,12,0
130,226,1
130,166,1
129,17,1
130,218,1
124,102,1
128,87,0
126,134,1
125,29,1
125,149,1
130,79,1
126,94,1
127,46,0
125,42,1
156,60,1
101,11,1
127,45,0
125,218,0
127,60,0
126,32,0
130,218,1
130,116,1
