101,88,0
102,127,0
103,5,0
126,19,0
127,58,0
128,20,0
129,14,0
130,217,0
131,19,0
152,7,0
153,146,0
154,247,0
155,253,0
156,235,0
157,27,0
158,84,0
159,81,0
180,126,0
181,253,0
182,164,0
183,19,0
184,15,0
187,156,0
188,9,0
208,214,0
209,222,0
210,34,0
215,234,0
216,58,0
235,59,0
236,254,0
237,116,0
243,235,0
244,58,0
263,141,0
264,251,0
265,72,0
271,151,0
272,140,0
291,224,0
292,233,0
299,136,0
300,223,0
319,254,0
320,218,0
327,136,0
328,253,0
347,254,0
348,135,0
355,136,0
356,253,0
374,23,0
375,255,0
376,114,0
383,137,0
384,231,0
402,98,0
403,254,0
404,122,0
411,136,0
412,155,0
430,98,0
431,254,0
432,106,0
439,166,0
440,155,0
458,98,0
459,254,0
460,128,0
467,234,0
468,193,0
486,98,0
487,254,0
488,135,0
494,61,0
495,248,0
496,118,0
515,255,0
516,238,0
517,18,0
521,13,0
522,224,0
523,254,0
524,58,0
543,201,0
544,253,0
545,128,0
546,2,0
548,5,0
549,150,0
550,253,0
551,167,0
552,9,0
571,18,0
572,226,0
573,253,0
574,49,0
575,31,0
576,156,0
577,253,0
578,228,0
579,13,0
600,147,0
601,253,0
602,243,0
603,241,0
604,254,0
605,227,0
606,43,0
628,5,0
629,126,0
630,245,0
631,253,0
632,231,0
633,46,0
122,63,0
123,176,0
124,253,0
125,253,0
126,159,0
127,113,0
128,63,0
150,140,0
151,253,0
152,252,0
153,252,0
154,252,0
155,252,0
156,241,0
157,100,0
158,66,0
177,54,0
178,227,0
179,253,0
180,252,0
181,252,0
182,252,0
183,252,0
184,253,0
185,252,0
186,239,0
187,181,0
188,57,0
204,38,0
205,224,0
206,252,0
207,253,0
208,226,0
209,246,0
210,252,0
211,252,0
212,253,0
213,252,0
214,252,0
215,252,0
216,252,0
217,108,0
218,3,0
232,57,0
233,252,0
234,252,0
235,253,0
236,27,0
237,88,0
238,112,0
239,112,0
240,112,0
241,112,0
242,142,0
243,252,0
244,252,0
245,253,0
246,152,0
247,31,0
260,198,0
261,253,0
262,253,0
263,79,0
270,32,0
271,153,0
272,253,0
273,255,0
274,253,0
275,196,0
287,76,0
288,246,0
289,252,0
290,127,0
299,3,0
300,106,0
301,253,0
302,252,0
303,214,0
304,28,0
315,194,0
316,252,0
317,252,0
318,112,0
329,143,0
330,252,0
331,252,0
332,193,0
343,225,0
344,252,0
345,217,0
346,37,0
357,38,0
358,234,0
359,252,0
360,223,0
370,63,0
371,240,0
372,252,0
373,84,0
386,146,0
387,252,0
388,223,0
398,114,0
399,253,0
400,228,0
401,47,0
414,147,0
415,253,0
416,253,0
417,112,0
426,159,0
427,252,0
428,195,0
442,225,0
443,252,0
444,252,0
445,112,0
454,253,0
455,252,0
456,195,0
470,225,0
471,252,0
472,230,0
473,25,0
482,159,0
483,252,0
484,202,0
485,10,0
497,92,0
498,243,0
499,252,0
500,208,0
510,113,0
511,252,0
512,252,0
513,161,0
524,79,0
525,253,0
526,252,0
527,220,0
528,37,0
538,114,0
539,253,0
540,253,0
541,253,0
542,174,0
543,63,0
550,26,0
551,128,0
552,253,0
553,255,0
554,253,0
555,133,0
566,12,0
567,228,0
568,252,0
569,252,0
570,252,0
571,241,0
572,100,0
573,85,0
574,76,0
576,85,0
577,131,0
578,231,0
579,252,0
580,252,0
581,253,0
582,129,0
583,6,0
595,97,0
596,208,0
597,252,0
598,252,0
599,253,0
600,252,0
601,252,0
602,246,0
603,197,0
604,253,0
605,252,0
606,252,0
607,252,0
608,220,0
609,133,0
610,6,0
624,19,0
625,99,0
626,239,0
627,253,0
628,252,0
629,252,0
630,252,0
631,252,0
632,253,0
633,252,0
634,245,0
635,223,0
636,99,0
654,63,0
655,112,0
656,112,0
657,221,0
658,252,0
659,252,0
660,253,0
661,127,0
662,87,0
123,59,0
124,55,0
149,71,0
150,192,0
151,254,0
152,250,0
153,147,0
154,17,0
176,123,0
177,247,0
178,253,0
179,254,0
180,253,0
181,253,0
182,196,0
183,79,0
184,176,0
185,175,0
186,175,0
187,124,0
188,48,0
203,87,0
204,247,0
205,247,0
206,176,0
